PC1,PC2
-3.039160631260175,1.106670175567753
-2.2823139461080877,0.4004520773865198
-1.0840951111830983,-1.9954441366509974
-2.5611002806658525,0.17933785128462795
-2.848305102023542,-1.0176155025108273
-2.2375366681369604,-0.985014029133939
-2.471836929870816,-0.16289580476827253
-2.843973426448582,-0.5310219631021306
6.581063585473251,8.317848319849546
-0.8685469615356245,2.2788171858408592
6.279406288518883,-1.1685889494911168
0.7231579944336849,3.533453026859281
-0.8009752079687513,-1.2845318025493615
-3.1080612240310193,0.33213004887775405
-2.6225404664269547,2.319801541446279
-4.684847511490241,-0.849536613400748
3.1363969161057415,-1.136043409386334
-3.875409900314348,0.7526425669461307
-3.8178113574270354,-1.633574720292872
0.3861202297088816,2.1142617229222425
1.3864115328798552,4.9209663703532485
-4.01785333960389,-0.36499209525140003
-1.2490981891119772,-1.802843775834094
-0.6673089015080086,-1.9321672667978829
8.48494277480654,-3.913078243554721
-1.307577996121543,3.6160325145886802
-3.0991452770977306,-0.9621554801091973
-0.804545686989071,1.9447980164923295
6.241779232770492,-1.8717068545545554
-2.828154440604214,-0.29999639045487453
-3.2139909117771492,1.0721950723511369
3.847585058819116,-3.420215477822381
-3.4556413027023205,-2.7041273709389375
-0.7054458658203927,-2.4756941829409165
-3.330738451483031,-0.6128205743143409
-3.1515642092393934,-1.9013757705487324
-0.9342314910183498,0.8626495270697715
3.6730005267858967,4.136083960990411
4.315307476737376,9.490967964526604
-0.7803629980343176,0.06904337866321997
-3.4209608534940976,1.2488780893022224
1.905005003861958,0.7942400925380725
-2.0931453056476204,-1.2222441824921844
-0.5629438507003345,-0.8984882873387006
-3.9065075760735115,-2.109539448085478
4.238216437275209,0.9024489426929304
5.022768947551962,-1.1607289949528974
-3.775345610177333,-0.9489119501321668
-0.2240690302470045,2.2723715052584303
2.568965625708962,-1.3343436400727542
-3.2070685916324155,-0.4852490659867811
3.3819634124774423,-0.040315480697764694
2.218714670773309,2.427637086758386
2.855025100212264,-0.9850388361090937
-0.5562413071164901,0.6657835908874927
-2.44810365079613,-1.2146245326138752
-3.4976712947409196,1.8017043832936963
-2.166337487175683,1.25064032475306
-3.528177444091697,0.8581961238232377
-2.3795720100758593,-0.029017703283038414
0.4469668039884196,-3.568670707867253
